,x,t,obstacles
3308,False,True,True
3309,False,True,True
3310,False,True,True
3311,False,True,True
3312,False,True,True
3313,False,True,True
3314,False,True,True
3315,True,True,True
3316,False,True,True
3317,False,True,True
3318,False,True,True
3319,False,True,True
3320,True,True,True
3321,False,True,True
3322,False,True,True
3323,False,True,True
3324,False,True,True
3325,False,True,True
3326,False,True,True
3327,False,True,True
3328,True,True,True
3329,False,True,True
3330,False,True,True
3331,False,True,True
3332,False,True,True
3333,False,True,True
3334,False,True,True
3335,False,True,True
3336,False,True,True
3337,False,True,True
3338,True,True,True
3339,False,True,True
3340,False,True,True
3341,False,True,True
3342,False,True,True
3343,True,True,True
3344,True,True,True
3345,False,True,True
3346,False,True,True
3347,False,True,True
3348,False,True,True
3349,False,True,True
3350,False,True,True
3351,False,True,True
3352,False,True,True
3353,False,True,True
3354,False,True,True
3355,True,True,True
3356,False,True,True
3357,False,True,True
3358,False,True,True
3359,False,True,True
3360,False,True,True
3361,False,True,True
3362,False,True,True
3363,True,True,True
3364,True,True,True
3365,False,True,True
3366,False,True,True
3367,True,True,True
3368,False,True,True
3369,True,True,True
3370,True,True,True
3371,False,True,True
3372,False,True,True
3373,False,True,True
3374,True,True,True
3375,False,True,True
3376,True,True,True
3377,False,True,True
3378,True,True,True
3379,False,True,True
3380,False,True,True
3381,True,True,True
3382,False,True,True
3383,False,True,True
3384,False,True,True
3385,False,True,True
3386,False,True,True
3387,False,True,True
3388,False,True,True
3389,False,True,True
3390,False,True,True
3391,False,True,True
3392,False,True,True
3393,False,True,True
3394,False,True,True
3395,True,True,True
3396,False,True,True
3397,True,True,True
3398,True,True,True
3399,True,True,True
3400,True,True,True
3401,False,True,True
3402,False,True,True
3403,False,True,True
3404,True,True,True
3405,False,True,True
3406,True,True,True
3407,False,True,True
3408,False,True,True
3410,False,True,True
3411,False,True,True
3412,True,True,True
3413,True,True,True
3414,False,True,True
3415,False,True,True
3416,True,True,True
3417,False,True,True
3418,False,True,True
3419,False,True,True
3420,False,True,True
3421,False,True,True
3422,False,True,True
3423,False,True,True
3424,False,True,True
3425,False,True,True
3426,False,True,True
3427,False,True,True
3428,False,True,True
3429,False,True,True
3430,False,True,True
3431,False,True,True
3432,True,True,True
3433,True,True,True
3434,False,True,True
3435,True,True,True
3436,False,True,True
3437,True,True,True
3438,False,True,True
3439,False,True,True
3440,False,True,True
3441,True,True,True
3442,False,True,True
3443,False,True,True
3444,False,True,True
3445,True,True,True
3446,False,True,True
3447,False,True,True
3448,False,True,True
3449,False,True,True
3450,False,True,True
3451,False,True,True
3452,False,True,True
3453,False,True,True
3454,False,True,True
3455,False,True,True
3456,True,True,True
3457,False,True,True
3458,True,True,True
3459,False,True,True
3460,False,True,True
3461,False,True,True
3462,False,True,True
3463,False,True,True
3464,False,True,True
3465,False,True,True
3466,False,True,True
3467,False,True,True
3468,False,True,True
3469,False,True,True
3470,False,True,True
3472,False,True,True
3473,False,True,True
3474,True,True,True
3475,True,True,True
3477,True,True,True
3478,False,True,True
3479,True,True,True
3480,False,True,True
3481,False,True,True
3482,False,True,True
3483,True,True,True
3484,True,True,True
3485,False,True,True
3486,False,True,True
3487,False,True,True
3488,False,True,True
3489,False,True,True
3490,False,True,True
3491,False,True,True
3492,True,True,True
3493,False,True,True
3494,False,True,True
3495,True,True,True
3496,False,True,True
3497,False,True,True
3498,False,True,True
3499,False,True,True
3500,False,True,True
3501,True,True,True
3502,False,True,True
3503,False,True,True
3504,True,True,True
3505,False,True,True
3506,False,True,True
3507,False,True,True
3508,False,True,True
3509,True,True,True
3510,False,True,True
3511,False,True,True
3512,False,True,True
3513,False,True,True
3514,True,True,True
3515,True,True,True
3517,True,True,True
3518,False,True,True
3519,False,True,True
3520,False,True,True
3521,False,True,True
3522,False,True,True
3523,False,True,True
3524,False,True,True
3525,False,True,True
3526,False,True,True
3527,True,True,True
3528,False,True,True
3529,False,True,True
3530,False,True,True
3531,False,True,True
3532,False,True,True
3533,False,True,True
3534,True,True,True
3535,True,True,True
3536,False,True,True
3537,False,True,True
3538,False,True,True
3539,True,True,True
3540,False,True,True
3541,False,True,True
3542,False,True,True
3543,False,True,True
3544,False,True,True
3545,False,True,True
3546,True,True,True
3547,False,True,True
3548,False,True,True
3549,False,True,True
3550,True,True,True
3551,False,True,True
3552,False,True,True
3553,True,True,True
3554,True,True,True
3555,False,True,True
3556,False,True,True
3557,False,True,True
3558,False,True,True
3559,False,True,True
3560,True,True,True
3561,False,True,True
3562,False,True,True
3563,False,True,True
3564,False,True,True
3565,False,True,True
3566,False,True,True
3567,False,True,True
3568,False,True,True
3569,False,True,True
3570,False,True,True
3571,True,True,True
3572,False,True,True
3573,True,True,True
3574,True,True,True
3575,False,True,True
3576,True,True,True
3577,False,True,True
3578,True,True,True
3579,False,True,True
3580,False,True,True
3581,False,True,True
3582,True,True,True
3583,False,True,True
3584,False,True,True
3585,False,True,True
3586,False,True,True
3587,False,True,True
3588,False,True,True
3589,False,True,True
3590,True,True,True
3591,False,True,True
3592,False,True,True
3593,False,True,True
3594,False,True,True
3595,False,True,True
3596,False,True,True
3597,False,True,True
3598,False,True,True
3599,False,True,True
3600,True,True,True
3601,True,True,True
3602,False,True,True
3603,False,True,True
3604,False,True,True
3605,False,True,True
3606,False,True,True
3607,False,True,True
3608,False,True,True
3609,False,True,True
3610,False,True,True
3611,False,True,True
3612,False,True,True
3613,False,True,True
3614,False,True,True
3615,False,True,True
3616,False,True,True
3618,False,True,True
3619,False,True,True
3620,False,True,True
3621,True,True,True
3622,False,True,True
3623,False,True,True
3624,False,True,True
3625,False,True,True
3626,False,True,True
3627,False,True,True
3628,True,True,True
3629,False,True,True
3630,False,True,True
3631,False,True,True
3632,False,True,True
3633,False,True,True
3634,False,True,True
3635,False,True,True
3636,False,True,True
3637,False,True,True
3638,False,True,True
3639,False,True,True
3640,False,True,True
3641,True,True,True
3642,False,True,True
3643,True,True,True
3644,False,True,True
3645,False,True,True
3646,False,True,True
3647,False,True,True
3648,False,True,True
3649,False,True,True
3650,False,True,True
3651,False,True,True
3652,True,True,True
3653,True,True,True
3654,False,True,True
3655,False,True,True
3656,False,True,True
3657,False,True,True
3658,False,True,True
3659,False,True,True
3660,True,True,True
3661,False,True,True
3662,False,True,True
3663,True,True,True
3664,False,True,True
3665,False,True,True
3666,False,True,True
3667,False,True,True
3668,True,True,True
3669,False,True,True
3670,False,True,True
3671,False,True,True
3672,True,True,True
3673,False,True,True
3674,False,True,True
3675,False,True,True
3676,False,True,True
3677,True,True,True
3678,False,True,True
3679,False,True,True
3680,False,True,True
3681,False,True,True
3682,True,True,True
3683,True,True,True
3684,False,True,True
3685,False,True,True
3687,False,True,True
3688,True,True,True
3689,False,True,True
3690,True,True,True
3691,False,True,True
3692,False,True,True
3693,True,True,True
3694,False,True,True
3695,False,True,True
3697,False,True,True
3698,True,True,True
3699,False,True,True
3700,False,True,True
3701,False,True,True
3702,False,True,True
3703,False,True,True
3704,False,True,True
3705,False,True,True
3706,False,True,True
3707,True,True,True
3708,True,True,True
3709,False,True,True
3710,False,True,True
3711,True,True,True
3712,False,True,True
3713,False,True,True
3714,False,True,True
3715,True,True,True
3716,False,True,True
3717,False,True,True
3718,False,True,True
3719,False,True,True
3720,False,True,True
3721,False,True,True
3722,False,True,True
3723,True,True,True
3724,False,True,True
3725,False,True,True
3726,True,True,True
3727,False,True,True
3728,False,True,True
3729,False,True,True
3730,False,True,True
3731,False,True,True
3732,True,True,True
3733,False,True,True
3734,True,True,True
3735,False,True,True
3736,True,True,True
3737,False,True,True
3738,True,True,True
3739,False,True,True
3740,False,True,True
3741,False,True,True
3742,False,True,True
3743,False,True,True
3744,False,True,True
3745,False,True,True
3746,False,True,True
3747,False,True,True
3748,False,True,True
3749,False,True,True
3750,False,True,True
3751,False,True,True
3752,False,True,True
3753,False,True,True
3754,False,True,True
3755,False,True,True
3756,False,True,True
3757,False,True,True
3758,False,True,True
3759,False,True,True
3760,True,True,True
3761,False,True,True
3762,False,True,True
3763,False,True,True
3764,False,True,True
3765,True,True,True
3766,False,True,True
3767,False,True,True
3768,False,True,True
3769,False,True,True
3770,False,True,True
3771,False,True,True
3772,False,True,True
3773,True,True,True
3774,True,True,True
3775,False,True,True
3776,True,True,True
3777,False,True,True
3778,False,True,True
3779,False,True,True
3780,False,True,True
3781,False,True,True
3782,False,True,True
3783,False,True,True
3784,False,True,True
3785,False,True,True
3786,False,True,True
3787,False,True,True
3788,False,True,True
3789,False,True,True
3790,False,True,True
3791,False,True,True
3792,False,True,True
3793,False,True,True
3794,True,True,True
3795,False,True,True
3796,False,True,True
3797,True,True,True
3798,False,True,True
3799,False,True,True
3800,True,True,True
3801,True,True,True
3802,False,True,True
3803,False,True,True
3804,False,True,True
3805,True,True,True
3806,False,True,True
3807,False,True,True
3808,False,True,True
3809,False,True,True
3810,False,True,True
3811,False,True,True
3812,False,True,True
3813,False,True,True
3814,False,True,True
3815,True,True,True
3817,False,True,True
3818,False,True,True
3819,False,True,True
3820,False,True,True
3822,False,True,True
3823,False,True,True
3824,False,True,True
3825,False,True,True
3826,False,True,True
3827,False,True,True
3828,False,True,True
3829,True,True,True
3830,False,True,True
3831,False,True,True
3832,False,True,True
3833,True,True,True
3834,True,True,True
3835,False,True,True
3836,False,True,True
3837,False,True,True
3838,True,True,True
3839,False,True,True
3840,True,True,True
3841,False,True,True
3842,False,True,True
3843,False,True,True
3845,False,True,True
3846,False,True,True
3847,False,True,True
3848,False,True,True
3849,False,True,True
3850,True,True,True
3851,False,True,True
3852,False,True,True
3853,False,True,True
3855,True,True,True
3857,False,True,True
3858,False,True,True
3859,False,True,True
3860,True,True,True
3861,True,True,True
3862,False,True,True
3863,False,True,True
3864,False,True,True
3865,False,True,True
3866,False,True,True
3867,False,True,True
3868,False,True,True
3869,False,True,True
3870,False,True,True
3871,True,True,True
3872,False,True,True
3873,False,True,True
3874,False,True,True
3875,False,True,True
3876,False,True,True
3877,False,True,True
3878,False,True,True
3879,False,True,True
3880,False,True,True
3881,True,True,True
3882,False,True,True
3883,False,True,True
3884,False,True,True
3885,False,True,True
3886,False,True,True
3887,False,True,True
3888,False,True,True
3889,False,True,True
3890,False,True,True
3891,False,True,True
3892,True,True,True
3893,True,True,True
3894,False,True,True
3895,False,True,True
3896,False,True,True
3897,False,True,True
3898,True,True,True
3899,False,True,True
3900,False,True,True
3901,False,True,True
3902,False,True,True
3903,False,True,True
3904,False,True,True
3905,True,True,True
3906,False,True,True
3907,False,True,True
3908,False,True,True
3909,False,True,True
3910,False,True,True
3911,False,True,True
3912,False,True,True
3913,False,True,True
3914,False,True,True
3915,False,True,True
3916,False,True,True
3917,False,True,True
3918,False,True,True
3919,False,True,True
3920,False,True,True
3921,False,True,True
3922,False,True,True
3923,False,True,True
3924,False,True,True
3925,False,True,True
3926,False,True,True
3927,False,True,True
3928,True,True,True
3929,False,True,True
3930,False,True,True
3932,False,True,True
3933,False,True,True
3934,False,True,True
3935,False,True,True
3936,False,True,True
3937,True,True,True
3938,False,True,True
3939,False,True,True
3940,True,True,True
3941,True,True,True
3942,False,True,True
3943,False,True,True
3944,False,True,True
3945,False,True,True
3946,False,True,True
3947,False,True,True
3948,False,True,True
3949,False,True,True
3950,False,True,True
3951,False,True,True
3953,False,True,True
3954,False,True,True
3955,False,True,True
3956,False,True,True
3957,False,True,True
3958,False,True,True
3959,False,True,True
3960,True,True,True
3961,False,True,True
3962,False,True,True
3963,False,True,True
3964,True,True,True
3965,True,True,True
3966,True,True,True
3967,False,True,True
3968,False,True,True
3969,False,True,True
3970,False,True,True
3971,False,True,True
3972,True,True,True
3973,True,True,True
3974,False,True,True
3975,False,True,True
3976,False,True,True
3977,False,True,True
3978,True,True,True
3979,False,True,True
3980,False,True,True
3981,False,True,True
3982,False,True,True
3983,False,True,True
3984,False,True,True
3985,False,True,True
3986,False,True,True
3987,False,True,True
3988,False,True,True
3989,True,True,True
3990,True,True,True
3991,False,True,True
3992,False,True,True
3993,False,True,True
3994,False,True,True
3995,False,True,True
3996,False,True,True
3997,False,True,True
3998,False,True,True
3999,False,True,True
4000,False,True,True
4001,False,True,True
4002,False,True,True
4003,False,True,True
4004,False,True,True
4005,False,True,True
4006,True,True,True
4007,False,True,True
4009,False,True,True
4010,False,True,True
4011,False,True,True
4012,False,True,True
4013,False,True,True
4014,False,True,True
4015,False,True,True
4016,False,True,True
4017,False,True,True
4018,False,True,True
4019,False,True,True
4020,True,True,True
4021,False,True,True
4022,False,True,True
4023,False,True,True
4024,False,True,True
4025,False,True,True
4026,False,True,True
4027,False,True,True
4028,False,True,True
4029,True,True,True
4030,False,True,True
4031,False,True,True
4032,False,True,True
4033,False,True,True
4034,False,True,True
4035,False,True,True
4036,False,True,True
4037,True,True,True
4038,False,True,True
4039,False,True,True
4040,False,True,True
4041,False,True,True
4042,False,True,True
4043,False,True,True
4044,True,True,True
4045,False,True,True
4046,False,True,True
4047,False,True,True
4048,False,True,True
4049,False,True,True
4050,False,True,True
4051,False,True,True
4052,False,True,True
4053,False,True,True
4054,False,True,True
4055,True,True,True
4056,False,True,True
4057,False,True,True
4058,True,True,True
4059,False,True,True
4060,False,True,True
4061,False,True,True
4062,False,True,True
4063,False,True,True
4064,False,True,True
4065,False,True,True
4066,True,True,True
4067,False,True,True
4068,False,True,True
4069,True,True,True
4071,False,True,True
4072,False,True,True
4073,False,True,True
4074,False,True,True
4075,False,True,True
4076,False,True,True
4077,False,True,True
4078,False,True,True
4079,False,True,True
4080,False,True,True
4081,False,True,True
4082,False,True,True
4083,False,True,True
4084,False,True,True
4085,False,True,True
4086,False,True,True
4087,False,True,True
4088,False,True,True
4089,False,True,True
4090,False,True,True
4091,False,True,True
4092,False,True,True
4093,False,True,True
4094,False,True,True
4095,False,True,True
4096,False,True,True
4097,True,True,True
4098,False,True,True
4099,False,True,True
4100,False,True,True
4101,False,True,True
4102,False,True,True
4104,False,True,True
4105,False,True,True
4106,False,True,True
4107,False,True,True
4108,False,True,True
4109,True,True,True
4110,False,True,True
4111,False,True,True
4112,False,True,True
4113,False,True,True
4114,True,True,True
4115,False,True,True
4116,False,True,True
4118,True,True,True
4119,False,True,True
4120,False,True,True
4121,False,True,True
4122,False,True,True
4123,False,True,True
4124,False,True,True
4125,False,True,True
4126,False,True,True
4127,False,True,True
4128,True,True,True
4129,False,True,True
4130,True,True,True
4131,False,True,True
4132,False,True,True
4133,False,True,True
4134,False,True,True
4135,False,True,True
4136,False,True,True
4137,False,True,True
4138,True,True,True
4139,False,True,True
4140,False,True,True
4141,False,True,True
4142,True,True,True
4143,False,True,True
4144,False,True,True
4145,False,True,True
4146,False,True,True
4147,False,True,True
4148,False,True,True
4149,False,True,True
4150,False,True,True
4151,False,True,True
4152,False,True,True
4153,False,True,True
4154,False,True,True
4155,False,True,True
4156,False,True,True
4157,False,True,True
4158,False,True,True
4159,False,True,True
4160,False,True,True
4161,False,True,True
4162,False,True,True
4163,True,True,True
4164,True,True,True
4165,True,True,True
4166,False,True,True
4167,False,True,True
4168,False,True,True
4169,False,True,True
4170,False,True,True
4171,False,True,True
4172,True,True,True
4173,True,True,True
4174,False,True,True
4175,False,True,True
4176,False,True,True
4177,True,True,True
4178,False,True,True
4179,False,True,True
4180,False,True,True
4181,False,True,True
4182,True,True,True
4183,False,True,True
4184,False,True,True
4185,True,True,True
4186,False,True,True
4187,False,True,True
4188,False,True,True
4189,True,True,True
4190,False,True,True
4191,True,True,True
4192,False,True,True
4193,True,True,True
4194,False,True,True
4195,False,True,True
4196,False,True,True
4197,False,True,True
4198,False,True,True
4199,False,True,True
4200,False,True,True
4201,False,True,True
4202,False,True,True
4203,False,True,True
4204,False,True,True
4205,False,True,True
4206,False,True,True
4207,False,True,True
4208,False,True,True
4209,False,True,True
4210,False,True,True
4211,False,True,True
4212,False,True,True
4213,False,True,True
4214,False,True,True
4215,False,True,True
4216,False,True,True
4217,False,True,True
4218,True,True,True
4219,False,True,True
4220,False,True,True
4221,False,True,True
4222,False,True,True
4223,True,True,True
4224,False,True,True
4225,False,True,True
4226,False,True,True
4227,False,True,True
4228,False,True,True
4229,False,True,True
4230,False,True,True
4231,False,True,True
4232,False,True,True
4233,False,True,True
4234,False,True,True
4235,False,True,True
4236,False,True,True
4237,False,True,True
4238,False,True,True
4239,False,True,True
4240,False,True,True
4241,False,True,True
4242,False,True,True
4243,True,True,True
4244,True,True,True
4245,True,True,True
4246,True,True,True
4247,False,True,True
4248,False,True,True
4249,False,True,True
4250,False,True,True
4251,True,True,True
4252,False,True,True
4253,False,True,True
4254,False,True,True
4255,False,True,True
4256,True,True,True
4257,False,True,True
4259,False,True,True
4260,False,True,True
4261,False,True,True
4262,True,True,True
4263,True,True,True
4264,False,True,True
4265,False,True,True
4266,False,True,True
4267,False,True,True
4268,False,True,True
4269,False,True,True
4270,False,True,True
4271,True,True,True
4272,False,True,True
4274,False,True,True
4275,False,True,True
4276,False,True,True
4277,True,True,True
4278,False,True,True
4279,False,True,True
4280,False,True,True
4281,False,True,True
4282,False,True,True
4283,False,True,True
4284,False,True,True
4285,False,True,True
4286,False,True,True
4287,False,True,True
4288,False,True,True
4289,True,True,True
4290,True,True,True
4291,True,True,True
4292,False,True,True
4293,False,True,True
4294,False,True,True
4295,True,True,True
4296,True,True,True
4297,False,True,True
4298,False,True,True
4299,False,True,True
4300,True,True,True
4301,False,True,True
4302,False,True,True
4303,False,True,True
4305,False,True,True
4306,True,True,True
4307,False,True,True
4308,False,True,True
4310,False,True,True
4311,True,True,True
4312,False,True,True
4313,False,True,True
4314,False,True,True
4315,False,True,True
4316,False,True,True
4317,True,True,True
4318,False,True,True
4319,False,True,True
4321,False,True,True
4322,False,True,True
4323,True,True,True
4324,False,True,True
4325,True,True,True
4326,False,True,True
4327,False,True,True
4328,False,True,True
4329,False,True,True
4331,False,True,True
4332,False,True,True
4333,False,True,True
4334,True,True,True
4335,False,True,True
4336,False,True,True
4338,True,True,True
4339,True,True,True
4340,False,True,True
4341,False,True,True
4342,False,True,True
4343,False,True,True
4344,False,True,True
4345,True,True,True
4346,False,True,True
4347,False,True,True
4348,False,True,True
4349,False,True,True
4350,False,True,True
4351,True,True,True
4352,False,True,True
4353,True,True,True
4354,False,True,True
4355,False,True,True
4356,False,True,True
4357,False,True,True
4358,False,True,True
4359,False,True,True
4360,False,True,True
4361,False,True,True
4362,False,True,True
4363,False,True,True
4364,False,True,True
4365,False,True,True
4366,False,True,True
4367,False,True,True
4368,True,True,True
4369,False,True,True
4370,True,True,True
4371,False,True,True
4372,True,True,True
4373,False,True,True
4374,False,True,True
4375,False,True,True
4376,False,True,True
4377,False,True,True
4378,False,True,True
4379,False,True,True
4380,False,True,True
4381,False,True,True
4382,False,True,True
4383,False,True,True
4384,False,True,True
4385,False,True,True
4386,True,True,True
4387,True,True,True
4388,False,True,True
4389,False,True,True
4390,False,True,True
4391,True,True,True
4392,True,True,True
4393,False,True,True
4394,False,True,True
4395,False,True,True
4396,False,True,True
4397,False,True,True
4398,False,True,True
4399,False,True,True
4400,False,True,True
4401,True,True,True
4402,False,True,True
4403,False,True,True
4404,False,True,True
4405,False,True,True
4406,False,True,True
4407,False,True,True
4408,True,True,True
4409,False,True,True
4410,False,True,True
4411,False,True,True
4412,False,True,True
4413,False,True,True
4414,False,True,True
4415,False,True,True
4416,False,True,True
4417,False,True,True
4418,False,True,True
4419,False,True,True
4420,False,True,True
4421,True,True,True
4422,False,True,True
4423,False,True,True
4424,False,True,True
4425,True,True,True
4426,False,True,True
4427,False,True,True
4428,False,True,True
4429,False,True,True
4430,True,True,True
4431,False,True,True
4432,False,True,True
4433,False,True,True
4434,False,True,True
4435,False,True,True
4436,False,True,True
4437,True,True,True
4438,False,True,True
4439,False,True,True
4440,False,True,True
4441,False,True,True
4442,True,True,True
4443,False,True,True
4444,True,True,True
4445,False,True,True
4446,False,True,True
4447,False,True,True
4448,False,True,True
4449,False,True,True
4450,False,True,True
4451,False,True,True
4452,False,True,True
4453,False,True,True
4454,False,True,True
4455,False,True,True
4456,False,True,True
4457,False,True,True
4458,False,True,True
4459,False,True,True
4460,False,True,True
4461,False,True,True
4462,False,True,True
4463,True,True,True
4465,False,True,True
4466,False,True,True
4467,False,True,True
4468,False,True,True
4469,False,True,True
4470,False,True,True
4471,False,True,True
4472,False,True,True
4473,False,True,True
4474,False,True,True
4475,False,True,True
4476,False,True,True
4477,False,True,True
4478,False,True,True
4479,False,True,True
4480,False,True,True
4481,False,True,True
4482,False,True,True
4483,True,True,True
4484,False,True,True
4485,False,True,True
4486,False,True,True
4487,False,True,True
4488,False,True,True
4489,False,True,True
4490,False,True,True
4491,False,True,True
4492,False,True,True
4493,False,True,True
4494,True,True,True
4495,False,True,True
4496,False,True,True
4497,False,True,True
4498,False,True,True
4499,False,True,True
4500,False,True,True
4502,True,True,True
4503,False,True,True
4504,False,True,True
4505,False,True,True
4507,False,True,True
4508,False,True,True
4509,False,True,True
4510,False,True,True
4511,False,True,True
4512,False,True,True
4513,False,True,True
4514,False,True,True
4515,False,True,True
4516,False,True,True
4517,False,True,True
4518,True,True,True
4519,False,True,True
4520,False,True,True
4521,False,True,True
4522,True,True,True
4523,False,True,True
4524,False,True,True
4525,False,True,True
4526,False,True,True
4527,False,True,True
4528,False,True,True
4529,False,True,True
4530,False,True,True
4531,False,True,True
4532,False,True,True
4533,False,True,True
4534,False,True,True
4535,False,True,True
4536,False,True,True
4537,True,True,True
4538,True,True,True
4539,False,True,True
4540,False,True,True
4541,False,True,True
4542,False,True,True
4543,True,True,True
4544,False,True,True
4545,False,True,True
4546,False,True,True
4547,False,True,True
4548,False,True,True
4549,False,True,True
4550,False,True,True
4551,False,True,True
4552,False,True,True
4553,False,True,True
4554,False,True,True
4555,False,True,True
4556,False,True,True
4557,False,True,True
4558,False,True,True
4559,False,True,True
4560,False,True,True
4561,False,True,True
4562,False,True,True
4563,False,True,True
4564,False,True,True
4565,False,True,True
4566,False,True,True
4567,False,True,True
4568,False,True,True
4569,False,True,True
4570,False,True,True
4571,True,True,True
4572,False,True,True
4573,False,True,True
4574,False,True,True
4575,True,True,True
4576,False,True,True
4577,False,True,True
4578,False,True,True
4579,False,True,True
4580,False,True,True
4581,False,True,True
4582,True,True,True
4583,False,True,True
4584,True,True,True
4585,True,True,True
4586,False,True,True
4587,False,True,True
4588,False,True,True
4590,False,True,True
4591,False,True,True
4592,False,True,True
4593,False,True,True
4594,False,True,True
4595,False,True,True
4596,False,True,True
4597,False,True,True
4598,False,True,True
4599,False,True,True
4600,False,True,True
4601,False,True,True
4602,False,True,True
4603,False,True,True
4604,False,True,True
4605,True,True,True
4606,True,True,True
4607,False,True,True
4608,False,True,True
4609,False,True,True
4610,False,True,True
4611,False,True,True
4612,False,True,True
4613,False,True,True
4614,False,True,True
4615,True,True,True
4616,False,True,True
4617,True,True,True
4618,False,True,True
4619,False,True,True
4620,True,True,True
4621,False,True,True
4622,False,True,True
4623,False,True,True
4624,False,True,True
4626,False,True,True
4627,False,True,True
4628,False,True,True
4629,True,True,True
4630,False,True,True
4631,True,True,True
4632,True,True,True
4633,True,True,True
4634,False,True,True
4635,False,True,True
4636,True,True,True
4637,False,True,True
4638,False,True,True
4639,False,True,True
4640,False,True,True
4641,False,True,True
4642,False,True,True
4643,True,True,True
4644,False,True,True
4645,False,True,True
4646,False,True,True
4647,False,True,True
4648,False,True,True
4650,False,True,True
4651,True,True,True
4652,False,True,True
4653,False,True,True
4654,False,True,True
4655,False,True,True
4656,False,True,True
4657,False,True,True
4658,True,True,True
4659,True,True,True
4660,True,True,True
4662,False,True,True
4663,False,True,True
4664,True,True,True
4665,False,True,True
4666,False,True,True
4667,False,True,True
4668,False,True,True
4669,False,True,True
4670,False,True,True
4671,False,True,True
4672,True,True,True
4673,False,True,True
4674,False,True,True
4675,False,True,True
4676,False,True,True
4677,False,True,True
4678,False,True,True
4679,False,True,True
4680,False,True,True
4681,False,True,True
4682,True,True,True
4683,True,True,True
4684,False,True,True
4685,True,True,True
4686,False,True,True
4687,True,True,True
4688,False,True,True
4689,False,True,True
4690,True,True,True
4691,True,True,True
4692,False,True,True
4693,True,True,True
4694,False,True,True
4695,True,True,True
4696,False,True,True
4697,False,True,True
4698,False,True,True
4699,False,True,True
4700,False,True,True
4701,False,True,True
4702,True,True,True
4703,False,True,True
4704,False,True,True
4705,False,True,True
4706,False,True,True
4707,False,True,True
4708,False,True,True
4709,False,True,True
4710,False,True,True
4711,False,True,True
4712,False,True,True
4713,True,True,True
4714,False,True,True
4715,True,True,True
4716,False,True,True
4717,False,True,True
4718,False,True,True
4719,False,True,True
4720,False,True,True
4721,False,True,True
4722,False,True,True
4723,False,True,True
4724,False,True,True
4725,False,True,True
4726,False,True,True
4727,True,True,True
4728,False,True,True
4729,False,True,True
4730,False,True,True
4731,False,True,True
4732,True,True,True
4733,False,True,True
4734,False,True,True
4735,False,True,True
4736,True,True,True
4737,False,True,True
4738,True,True,True
4739,False,True,True
4740,False,True,True
4741,False,True,True
4742,True,True,True
4743,False,True,True
4744,False,True,True
4745,False,True,True
4746,False,True,True
4747,False,True,True
4748,False,True,True
4749,False,True,True
4750,False,True,True
4751,False,True,True
4752,False,True,True
4753,False,True,True
4754,True,True,True
4755,False,True,True
4756,False,True,True
4757,False,True,True
4758,False,True,True
4759,False,True,True
4760,False,True,True
4761,False,True,True
4762,False,True,True
4763,False,True,True
4764,True,True,True
4765,False,True,True
4766,False,True,True
4767,False,True,True
4768,False,True,True
4769,False,True,True
4770,False,True,True
4771,False,True,True
4772,False,True,True
4773,False,True,True
4774,True,True,True
4775,False,True,True
4776,True,True,True
4777,False,True,True
4778,True,True,True
4779,False,True,True
4780,True,True,True
4781,False,True,True
4782,False,True,True
4783,False,True,True
4784,False,True,True
4785,False,True,True
4786,False,True,True
4787,False,True,True
4788,True,True,True
4789,False,True,True
4790,False,True,True
4791,False,True,True
4792,False,True,True
4793,False,True,True
4794,True,True,True
4795,False,True,True
4796,False,True,True
4797,False,True,True
4798,False,True,True
4799,True,True,True
4800,True,True,True
4801,False,True,True
4802,False,True,True
4803,False,True,True
4804,True,True,True
4805,False,True,True
4806,False,True,True
4807,False,True,True
4808,False,True,True
4809,True,True,True
4810,True,True,True
4811,False,True,True
4812,True,True,True
4813,False,True,True
4814,True,True,True
4815,True,True,True
4816,False,True,True
4817,False,True,True
4818,False,True,True
4820,False,True,True
4821,False,True,True
4822,False,True,True
4823,False,True,True
4824,True,True,True
4825,True,True,True
4826,False,True,True
4827,False,True,True
4828,False,True,True
4829,False,True,True
4830,False,True,True
4831,True,True,True
4832,False,True,True
4833,False,True,True
4834,False,True,True
4835,True,True,True
4836,False,True,True
4837,False,True,True
4838,False,True,True
4839,False,True,True
4840,False,True,True
4841,True,True,True
4842,True,True,True
4843,False,True,True
4844,False,True,True
4845,True,True,True
4846,False,True,True
4847,False,True,True
4848,False,True,True
4849,False,True,True
4850,False,True,True
4851,False,True,True
4852,True,True,True
4853,False,True,True
4854,False,True,True
4855,False,True,True
4856,False,True,True
4857,False,True,True
4858,False,True,True
4859,False,True,True
4860,False,True,True
4861,False,True,True
4862,True,True,True
4863,False,True,True
4864,True,True,True
4865,False,True,True
4866,False,True,True
4867,False,True,True
4868,False,True,True
4869,False,True,True
4870,False,True,True
4871,False,True,True
4872,False,True,True
4873,False,True,True
4874,True,True,True
4875,False,True,True
4876,False,True,True
4877,False,True,True
4878,False,True,True
4879,False,True,True
4880,True,True,True
4881,False,True,True
4882,False,True,True
4883,False,True,True
4884,False,True,True
4885,False,True,True
4886,True,True,True
4888,False,True,True
4889,False,True,True
4890,False,True,True
4891,True,True,True
4892,False,True,True
4894,False,True,True
4895,False,True,True
4896,True,True,True
